"","iso_2","iso_3","country","continent","oecd","year","category","share"
"437","DE","DEU","Germany","EU",1,"2020","4000","3.286"
"438","DE","DEU","Germany","EU",1,"1990","1200","4.829"
"439","DE","DEU","Germany","EU",1,"2022","4000","2.84"
"440","DE","DEU","Germany","EU",1,"2018","2000","37.678"
"441","DE","DEU","Germany","EU",1,"2019","4000","2.883"
"442","DE","DEU","Germany","EU",1,"2021","1100","26.642"
"443","DE","DEU","Germany","EU",1,"1990","3000","0"
"444","DE","DEU","Germany","EU",1,"2020","2000","39.679"
"445","DE","DEU","Germany","EU",1,"2022","6000","0.023"
"446","DE","DEU","Germany","EU",1,"2020","1100","27.023"
"447","DE","DEU","Germany","EU",1,"2020","5000","25.682"
"448","DE","DEU","Germany","EU",1,"2021","6000","0.018"
"449","DE","DEU","Germany","EU",1,"2021","4000","3.152"
"450","DE","DEU","Germany","EU",1,"2020","3000","0"
"451","DE","DEU","Germany","EU",1,"2022","1300","0"
"452","DE","DEU","Germany","EU",1,"2018","4000","2.805"
"453","DE","DEU","Germany","EU",1,"2019","1100","27.387"
"454","DE","DEU","Germany","EU",1,"2021","5000","26.618"
"455","DE","DEU","Germany","EU",1,"2021","1300","0"
"456","DE","DEU","Germany","EU",1,"2019","5000","26.645"
"457","DE","DEU","Germany","EU",1,"2018","1100","27.18"
"458","DE","DEU","Germany","EU",1,"2018","5000","26.748"
"459","DE","DEU","Germany","EU",1,"2020","1300","0"
"460","DE","DEU","Germany","EU",1,"2022","3000","0"
"461","DE","DEU","Germany","EU",1,"2019","1300","0"
"462","DE","DEU","Germany","EU",1,"2021","3000","0"
"463","DK","DNK","Denmark","EU",1,"2021","1200","8.332"
"464","DK","DNK","Denmark","EU",1,"2022","1200","7.524"
"465","DK","DNK","Denmark","EU",1,"2020","6000","0.024"
"466","DK","DNK","Denmark","EU",1,"2021","6000","0.023"
"467","DK","DNK","Denmark","EU",1,"2022","6000","0.022"
"468","DK","DNK","Denmark","EU",1,"2018","6000","0.027"
"469","DK","DNK","Denmark","EU",1,"2019","6000","0.027"
"470","DK","DNK","Denmark","EU",1,"2018","3000","0.634"
"471","DK","DNK","Denmark","EU",1,"2019","3000","0.603"
"472","DK","DNK","Denmark","EU",1,"2018","1300","1.341"
"473","DK","DNK","Denmark","EU",1,"2021","3000","0.547"
"474","DK","DNK","Denmark","EU",1,"2022","4000","4.083"
"475","DK","DNK","Denmark","EU",1,"1990","1100","53.984"
"476","DK","DNK","Denmark","EU",1,"2020","1200","6.175"
"477","DK","DNK","Denmark","EU",1,"1990","6000","0"
"478","DK","DNK","Denmark","EU",1,"2021","2000","0.127"
"479","DK","DNK","Denmark","EU",1,"2022","2000","0.105"
"480","DK","DNK","Denmark","EU",1,"2019","2000","0.091"
"481","DK","DNK","Denmark","EU",1,"2020","3000","0.383"
"482","DK","DNK","Denmark","EU",1,"2022","5000","30.631"
"483","DK","DNK","Denmark","EU",1,"2020","4000","4.162"
"484","DK","DNK","Denmark","EU",1,"2018","2000","0.107"
"485","DK","DNK","Denmark","EU",1,"1990","5000","33.874"
"486","DK","DNK","Denmark","EU",1,"2019","1300","5.851"
"487","DK","DNK","Denmark","EU",1,"1990","1200","3.859"
"488","DK","DNK","Denmark","EU",1,"2020","2000","0.124"
"489","DK","DNK","Denmark","EU",1,"1990","4000","4.283"
"490","DK","DNK","Denmark","EU",1,"2019","1200","6.719"
"491","DK","DNK","Denmark","EU",1,"2022","1100","56.066"
"492","DK","DNK","Denmark","EU",1,"2021","5000","28.994"
"493","DK","DNK","Denmark","EU",1,"2019","4000","4.275"
"494","DK","DNK","Denmark","EU",1,"2020","5000","30.584"
"495","DK","DNK","Denmark","EU",1,"2018","1200","6.236"
"496","DK","DNK","Denmark","EU",1,"2021","4000","3.895"
"497","DK","DNK","Denmark","EU",1,"2022","3000","0.601"
"498","DK","DNK","Denmark","EU",1,"2020","1100","54.146"
"499","DK","DNK","Denmark","EU",1,"2020","1300","4.401"
"500","DK","DNK","Denmark","EU",1,"2019","1100","52.189"
"501","DK","DNK","Denmark","EU",1,"1990","1300","3.317"
"502","DK","DNK","Denmark","EU",1,"2021","1100","52.81"
"503","DK","DNK","Denmark","EU",1,"2019","5000","30.244"
"504","DK","DNK","Denmark","EU",1,"1990","3000","0.656"
"505","DK","DNK","Denmark","EU",1,"1990","2000","0.027"
"506","DK","DNK","Denmark","EU",1,"2018","4000","4.141"
"507","DK","DNK","Denmark","EU",1,"2021","1300","5.273"
"508","DK","DNK","Denmark","EU",1,"2018","5000","33.02"
"509","DK","DNK","Denmark","EU",1,"2018","1100","54.495"
"510","DK","DNK","Denmark","EU",1,"2022","1300","0.967"
"511","ES","ESP","Spain","EU",1,"2019","1300","0"
"512","ES","ESP","Spain","EU",1,"2018","3000","0"
"513","ES","ESP","Spain","EU",1,"2019","3000","0"
"514","ES","ESP","Spain","EU",1,"2020","1300","0"
"515","ES","ESP","Spain","EU",1,"1990","1100","21.731"
"516","ES","ESP","Spain","EU",1,"2021","1300","0"
"517","ES","ESP","Spain","EU",1,"2022","1300","0"
"518","ES","ESP","Spain","EU",1,"2021","4000","7.215"
"519","ES","ESP","Spain","EU",1,"2020","6000","0.029"
"520","ES","ESP","Spain","EU",1,"2022","6000","0.042"
"521","ES","ESP","Spain","EU",1,"2021","6000","0.038"
"522","ES","ESP","Spain","EU",1,"2021","3000","0"
"523","ES","ESP","Spain","EU",1,"1990","2000","35.425"
"524","ES","ESP","Spain","EU",1,"2020","3000","0"
"525","ES","ESP","Spain","EU",1,"1990","6000","0.021"
"526","ES","ESP","Spain","EU",1,"2022","1200","7.212"
"527","ES","ESP","Spain","EU",1,"2022","2000","34.113"
"528","ES","ESP","Spain","EU",1,"2021","1200","6.992"
"529","ES","ESP","Spain","EU",1,"2022","1100","24.194"
"530","ES","ESP","Spain","EU",1,"1990","1200","8.822"
"531","ES","ESP","Spain","EU",1,"1990","3000","0"
"532","ES","ESP","Spain","EU",1,"2020","4000","6.736"
"533","ES","ESP","Spain","EU",1,"2018","1200","7.113"
"534","ES","ESP","Spain","EU",1,"2020","2000","37.429"
"535","ES","ESP","Spain","EU",1,"1990","1300","0.088"
"536","ES","ESP","Spain","EU",1,"2022","5000","27.666"
"537","ES","ESP","Spain","EU",1,"2022","4000","6.772"
"538","ES","ESP","Spain","EU",1,"2020","1200","5.34"
"539","ES","ESP","Spain","EU",1,"2018","6000","0.047"
"540","ES","ESP","Spain","EU",1,"1990","5000","28.397"
"541","ES","ESP","Spain","EU",1,"2018","1100","22.148"
"542","ES","ESP","Spain","EU",1,"2018","2000","33.875"
"543","ES","ESP","Spain","EU",1,"2021","5000","27.445"
"544","ES","ESP","Spain","EU",1,"2021","2000","35.475"
"545","ES","ESP","Spain","EU",1,"2019","4000","7.08"
"546","ES","ESP","Spain","EU",1,"2018","1300","0"
"547","ES","ESP","Spain","EU",1,"1990","4000","5.516"
"548","ES","ESP","Spain","EU",1,"2019","1200","5.949"
"549","ES","ESP","Spain","EU",1,"2020","5000","26.754"
"550","ES","ESP","Spain","EU",1,"2019","1100","22.689"
"551","ES","ESP","Spain","EU",1,"2018","4000","7.325"
"552","ES","ESP","Spain","EU",1,"2019","2000","35.329"
"553","ES","ESP","Spain","EU",1,"2018","5000","29.492"
"554","ES","ESP","Spain","EU",1,"2019","5000","28.919"
"555","ES","ESP","Spain","EU",1,"2019","6000","0.035"
"556","ES","ESP","Spain","EU",1,"2021","1100","22.834"
"557","ES","ESP","Spain","EU",1,"2022","3000","0"
"558","ES","ESP","Spain","EU",1,"2020","1100","23.713"
"559","EE","EST","Estonia","EU",1,"2021","6000","0"
"560","EE","EST","Estonia","EU",1,"2018","1100","16.54"
"561","EE","EST","Estonia","EU",1,"2020","5000","39.883"
"562","EE","EST","Estonia","EU",1,"2019","1100","16.473"
"563","EE","EST","Estonia","EU",1,"2019","1300","0"
"564","EE","EST","Estonia","EU",1,"2018","3000","0"
"565","EE","EST","Estonia","EU",1,"2019","3000","0"
"566","EE","EST","Estonia","EU",1,"2019","5000","42.403"
"567","EE","EST","Estonia","EU",1,"2021","1100","20.369"
"568","EE","EST","Estonia","EU",1,"2022","3000","0"
"569","EE","EST","Estonia","EU",1,"2020","1300","0"
"570","EE","EST","Estonia","EU",1,"2020","1100","18.091"
"571","EE","EST","Estonia","EU",1,"2018","1300","0"
"572","EE","EST","Estonia","EU",1,"2018","5000","41.802"
"573","EE","EST","Estonia","EU",1,"2018","4000","0.679"
"574","EE","EST","Estonia","EU",1,"2021","1300","0"
"575","EE","EST","Estonia","EU",1,"2022","1300","0"
"576","EE","EST","Estonia","EU",1,"2018","6000","0"
"577","EE","EST","Estonia","EU",1,"2019","6000","0"
"578","EE","EST","Estonia","EU",1,"2020","6000","0"
"579","EE","EST","Estonia","EU",1,"2020","3000","0"
"580","EE","EST","Estonia","EU",1,"2021","3000","0"
"581","EE","EST","Estonia","EU",1,"2022","6000","0"
"582","EE","EST","Estonia","EU",1,"2020","1200","4.922"
"583","EE","EST","Estonia","EU",1,"2019","4000","0.624"
"584","EE","EST","Estonia","EU",1,"2018","1200","6.07"
"585","EE","EST","Estonia","EU",1,"2019","1200","5.476"
"586","EE","EST","Estonia","EU",1,"2019","2000","35.024"
"587","EE","EST","Estonia","EU",1,"2021","1200","4.567"
"588","EE","EST","Estonia","EU",1,"2022","2000","34.751"
"589","EE","EST","Estonia","EU",1,"2022","1200","5.026"
"590","EE","EST","Estonia","EU",1,"2021","5000","39.844"
"591","EE","EST","Estonia","EU",1,"2020","2000","36.465"
"592","EE","EST","Estonia","EU",1,"2021","2000","34.657"
"593","EE","EST","Estonia","EU",1,"2018","2000","34.909"
"594","EE","EST","Estonia","EU",1,"2020","4000","0.64"
"595","EE","EST","Estonia","EU",1,"2021","4000","0.563"
"596","EE","EST","Estonia","EU",1,"2022","5000","40.509"
"597","EE","EST","Estonia","EU",1,"2022","1100","19.217"
"598","EE","EST","Estonia","EU",1,"2022","4000","0.497"
"599","FI","FIN","Finland","EU",1,"2022","1100","29.94"
"600","FI","FIN","Finland","EU",1,"2021","1100","29.793"
"601","FI","FIN","Finland","EU",1,"2022","4000","3.343"
"602","FI","FIN","Finland","EU",1,"2018","6000","0.044"
"603","FI","FIN","Finland","EU",1,"2021","4000","3.497"
"604","FI","FIN","Finland","EU",1,"2019","2000","27.894"
"605","FI","FIN","Finland","EU",1,"2021","5000","32.421"
"606","FI","FIN","Finland","EU",1,"2022","5000","32.022"
"607","FI","FIN","Finland","EU",1,"2019","4000","3.428"
"608","FI","FIN","Finland","EU",1,"1990","1100","34.728"
"609","FI","FIN","Finland","EU",1,"2020","5000","33.812"
"610","FI","FIN","Finland","EU",1,"2022","1300","0"
"611","FI","FIN","Finland","EU",1,"2018","4000","3.384"
"612","FI","FIN","Finland","EU",1,"2021","1300","0"
"613","FI","FIN","Finland","EU",1,"2018","1200","5.999"
"614","FI","FIN","Finland","EU",1,"2018","2000","27.938"
"615","FI","FIN","Finland","EU",1,"2021","2000","27.869"
"616","FI","FIN","Finland","EU",1,"2022","3000","0"
"617","FI","FIN","Finland","EU",1,"2020","4000","3.583"
"618","FI","FIN","Finland","EU",1,"2020","2000","27.433"
"619","FI","FIN","Finland","EU",1,"2019","5000","33.662"
"620","FI","FIN","Finland","EU",1,"1990","5000","32.55"
"621","FI","FIN","Finland","EU",1,"2021","3000","0"
"622","FI","FIN","Finland","EU",1,"1990","6000","0.128"
"623","FI","FIN","Finland","EU",1,"2020","1100","29.99"
"624","FI","FIN","Finland","EU",1,"2022","2000","27.648"
"625","FI","FIN","Finland","EU",1,"2020","1300","0"
"626","FI","FIN","Finland","EU",1,"2019","1200","5.983"
"627","FI","FIN","Finland","EU",1,"2020","3000","0"
"628","FI","FIN","Finland","EU",1,"2019","1100","28.984"
"629","FI","FIN","Finland","EU",1,"2019","1300","0"
"630","FI","FIN","Finland","EU",1,"1990","4000","2.448"
"631","FI","FIN","Finland","EU",1,"2019","3000","0"
"632","FI","FIN","Finland","EU",1,"2020","1200","5.109"
"633","FI","FIN","Finland","EU",1,"2018","5000","33.765"
"634","FI","FIN","Finland","EU",1,"1990","1300","0"
"635","FI","FIN","Finland","EU",1,"1990","2000","25.637"
"636","FI","FIN","Finland","EU",1,"2022","6000","0.075"
"637","FI","FIN","Finland","EU",1,"2018","1100","28.87"
"638","FI","FIN","Finland","EU",1,"2019","6000","0.05"
"639","FI","FIN","Finland","EU",1,"2018","1300","0"
"640","FI","FIN","Finland","EU",1,"2021","6000","0.1"
"641","FI","FIN","Finland","EU",1,"2022","1200","6.97"
"642","FI","FIN","Finland","EU",1,"1990","1200","4.509"
"643","FI","FIN","Finland","EU",1,"2020","6000","0.073"
"644","FI","FIN","Finland","EU",1,"2021","1200","6.32"
"645","FI","FIN","Finland","EU",1,"1990","3000","0"
"646","FI","FIN","Finland","EU",1,"2018","3000","0"
"647","FR","FRA","France","EU",1,"2019","5000","27.558"
"648","FR","FRA","France","EU",1,"2018","5000","26.913"
"649","FR","FRA","France","EU",1,"2019","1300","0"
"650","FR","FRA","France","EU",1,"2018","1100","20.532"
"651","FR","FRA","France","EU",1,"2022","1200","6.345"
"652","FR","FRA","France","EU",1,"2021","1200","5.605"
"653","FR","FRA","France","EU",1,"2021","3000","4.08"
"654","FR","FRA","France","EU",1,"2018","1300","0"
"655","FR","FRA","France","EU",1,"1990","5000","28.41"
"656","FR","FRA","France","EU",1,"1990","1100","10.667"
"657","FR","FRA","France","EU",1,"1990","1300","0.06"
"658","FR","FRA","France","EU",1,"2020","1300","0"
"659","FR","FRA","France","EU",1,"2021","1300","0"
"660","FR","FRA","France","EU",1,"2022","6000","0.963"
"661","FR","FRA","France","EU",1,"2019","1100","20.717"
"662","FR","FRA","France","EU",1,"2020","3000","4.126"
"663","FR","FRA","France","EU",1,"2022","3000","4.078"
"664","FR","FRA","France","EU",1,"1990","6000","3.241"
"665","FR","FRA","France","EU",1,"2019","3000","3.962"
"666","FR","FRA","France","EU",1,"1990","2000","44.065"
"667","FR","FRA","France","EU",1,"2020","1100","21.057"
"668","FR","FRA","France","EU",1,"2021","6000","0.959"
"669","FR","FRA","France","EU",1,"2020","6000","1.192"
"670","FR","FRA","France","EU",1,"1990","4000","6.324"
"671","FR","FRA","France","EU",1,"2022","2000","32.535"
"672","FR","FRA","France","EU",1,"2022","1300","0"
"673","FR","FRA","France","EU",1,"2020","5000","27.082"
"674","FR","FRA","France","EU",1,"2018","3000","3.29"
"675","FR","FRA","France","EU",1,"2020","1200","5.116"
"676","FR","FRA","France","EU",1,"2021","2000","32.806"
"677","FR","FRA","France","EU",1,"1990","1200","5.329"
"678","FR","FRA","France","EU",1,"1990","3000","1.903"
"679","FR","FRA","France","EU",1,"2019","6000","1.119"
"680","FR","FRA","France","EU",1,"2021","1100","20.971"
"681","FR","FRA","France","EU",1,"2018","4000","8.696"
"682","FR","FRA","France","EU",1,"2018","2000","34.914"
"683","FR","FRA","France","EU",1,"2022","4000","7.977"
"684","FR","FRA","France","EU",1,"2019","1200","4.949"
"685","FR","FRA","France","EU",1,"2020","2000","32.686"
"686","FR","FRA","France","EU",1,"2022","5000","26.501"
"687","FR","FRA","France","EU",1,"2018","6000","1.084"
"688","FR","FRA","France","EU",1,"2018","1200","4.57"
"689","FR","FRA","France","EU",1,"2021","4000","8.471"
"690","FR","FRA","France","EU",1,"2022","1100","21.6"
"691","FR","FRA","France","EU",1,"2019","4000","8.66"
"692","FR","FRA","France","EU",1,"2020","4000","8.741"
"693","FR","FRA","France","EU",1,"2019","2000","33.034"
"694","FR","FRA","France","EU",1,"2021","5000","27.108"
"695","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","6000","4.456"
"696","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","4000","11.476"
"697","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","2000","19.792"
"698","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","5000","31.311"
"699","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","1100","28.787"
"700","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","3000","0"
"701","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","5000","31.023"
"702","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","1200","7.782"
"703","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","1300","0"
"704","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","6000","0"
"705","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","4000","12.419"
"706","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","1100","29.405"
"707","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","5000","30.592"
"708","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","5000","33.029"
"709","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","4000","12.545"
"710","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","2000","17.027"
"711","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","1100","28.662"
"712","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","1100","27.285"
"713","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","2000","19.16"
"714","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","4000","8.172"
"715","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"1990","1200","9.918"
"716","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","4000","11.308"
"717","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","2000","20.771"
"718","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","4000","11.536"
"719","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","5000","32.857"
"720","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","6000","0"
"721","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","1100","29.162"
"722","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","1300","0"
"723","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","6000","0"
"724","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","1100","27.287"
"725","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","1300","0"
"726","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","6000","0"
"727","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","1300","0"
"728","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","1300","0"
"729","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","1200","8.798"
"730","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","1200","8.479"
"731","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","3000","0.419"
"732","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","3000","0.4"
"733","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","1300","0"
"734","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","3000","0.38"
"735","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","2000","19.887"
"736","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","6000","0"
"737","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2018","3000","0.369"
"738","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2019","1200","7.095"
"739","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2020","1200","7.3"
"740","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","2000","20.058"
"741","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2021","3000","0.403"
"742","GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU",1,"2022","5000","30.65"
"743","GR","GRC","Greece","EU",1,"2020","2000","33.231"
"744","GR","GRC","Greece","EU",1,"2019","2000","30.751"
"745","GR","GRC","Greece","EU",1,"2020","1100","16.259"
"746","GR","GRC","Greece","EU",1,"2022","5000","42.261"
"747","GR","GRC","Greece","EU",1,"2021","4000","7.398"
"748","GR","GRC","Greece","EU",1,"1990","1100","14.114"
"749","GR","GRC","Greece","EU",1,"2020","4000","7.846"
"750","GR","GRC","Greece","EU",1,"2018","2000","29.843"
"751","GR","GRC","Greece","EU",1,"2021","1100","15.151"
"752","GR","GRC","Greece","EU",1,"1990","6000","0.024"
"753","GR","GRC","Greece","EU",1,"2021","1300","0.983"
"754","GR","GRC","Greece","EU",1,"1990","5000","44.537"
"755","GR","GRC","Greece","EU",1,"1990","4000","4.64"
"756","GR","GRC","Greece","EU",1,"2022","3000","0"
"757","GR","GRC","Greece","EU",1,"1990","1300","0.28"
"758","GR","GRC","Greece","EU",1,"2020","1300","1.035"
"759","GR","GRC","Greece","EU",1,"2019","1100","15.197"
"760","GR","GRC","Greece","EU",1,"1990","1200","5.504"
"761","GR","GRC","Greece","EU",1,"1990","3000","0.688"
"762","GR","GRC","Greece","EU",1,"2021","3000","0"
"763","GR","GRC","Greece","EU",1,"2019","4000","7.739"
"764","GR","GRC","Greece","EU",1,"2018","4000","7.731"
"765","GR","GRC","Greece","EU",1,"2018","1100","16.072"
"766","GR","GRC","Greece","EU",1,"1990","2000","30.213"
"767","GR","GRC","Greece","EU",1,"2018","1200","5.563"
"768","GR","GRC","Greece","EU",1,"2021","5000","39.179"
"769","GR","GRC","Greece","EU",1,"2021","2000","32.75"
"770","GR","GRC","Greece","EU",1,"2018","5000","39.51"
"771","GR","GRC","Greece","EU",1,"2022","6000","0"
"772","GR","GRC","Greece","EU",1,"2022","4000","7.943"
"773","GR","GRC","Greece","EU",1,"2020","5000","38.518"
"774","GR","GRC","Greece","EU",1,"2019","5000","39.901"
"775","GR","GRC","Greece","EU",1,"2019","1300","0.787"
"776","GR","GRC","Greece","EU",1,"2019","3000","0"
"777","GR","GRC","Greece","EU",1,"2020","6000","0"
"778","GR","GRC","Greece","EU",1,"2018","3000","0"
"779","GR","GRC","Greece","EU",1,"2018","1300","1.28"
"780","GR","GRC","Greece","EU",1,"2020","3000","0"
"781","GR","GRC","Greece","EU",1,"2019","6000","0"
"782","GR","GRC","Greece","EU",1,"2020","1200","3.111"
"783","GR","GRC","Greece","EU",1,"2018","6000","0"
"784","GR","GRC","Greece","EU",1,"2021","6000","0"
"785","GR","GRC","Greece","EU",1,"2019","1200","5.624"
"786","GR","GRC","Greece","EU",1,"2021","1200","4.538"
"787","GR","GRC","Greece","EU",1,"2022","2000","29.536"
"788","HU","HUN","Hungary","EU",1,"2019","1100","14.198"
"789","HU","HUN","Hungary","EU",1,"2020","1300","0"
"790","HU","HUN","Hungary","EU",1,"2022","3000","2.21"
"791","HU","HUN","Hungary","EU",1,"2021","3000","3.211"
"792","HU","HUN","Hungary","EU",1,"2018","5000","44.787"
"793","HU","HUN","Hungary","EU",1,"2019","1300","0"
"794","HU","HUN","Hungary","EU",1,"2018","4000","2.618"
"795","HU","HUN","Hungary","EU",1,"2018","1300","0"
"796","HU","HUN","Hungary","EU",1,"2018","1100","14.662"
"797","HU","HUN","Hungary","EU",1,"2019","6000","0.196"
"798","HU","HUN","Hungary","EU",1,"2020","1200","3.571"
"799","HU","HUN","Hungary","EU",1,"2019","3000","2.859"
"800","HU","HUN","Hungary","EU",1,"2022","1200","4.337"
"801","HU","HUN","Hungary","EU",1,"2018","3000","2.57"
"802","HU","HUN","Hungary","EU",1,"2021","6000","-0.113"
"803","HU","HUN","Hungary","EU",1,"2021","1200","4.059"
"804","HU","HUN","Hungary","EU",1,"2022","6000","0.413"
"805","HU","HUN","Hungary","EU",1,"2019","5000","44.729"
"806","HU","HUN","Hungary","EU",1,"2020","5000","45.13"
"807","HU","HUN","Hungary","EU",1,"2022","2000","28.361"
"808","HU","HUN","Hungary","EU",1,"2020","3000","2.877"
"809","HU","HUN","Hungary","EU",1,"2020","2000","30.785"
"810","HU","HUN","Hungary","EU",1,"2020","6000","0.128"
"811","HU","HUN","Hungary","EU",1,"2018","6000","0.144"
"812","HU","HUN","Hungary","EU",1,"2022","4000","2.43"
"813","HU","HUN","Hungary","EU",1,"2019","2000","32.039"
"814","HU","HUN","Hungary","EU",1,"2021","1300","0"
"815","HU","HUN","Hungary","EU",1,"2020","1100","14.597"
"816","HU","HUN","Hungary","EU",1,"2021","5000","47.148"
"817","HU","HUN","Hungary","EU",1,"2021","2000","31.011"
"818","HU","HUN","Hungary","EU",1,"2020","4000","2.912"
"819","HU","HUN","Hungary","EU",1,"2018","1200","3.583"
"820","HU","HUN","Hungary","EU",1,"2019","1200","3.399"
"821","HU","HUN","Hungary","EU",1,"2022","1100","12.611"
"822","HU","HUN","Hungary","EU",1,"2022","5000","49.637"
"823","HU","HUN","Hungary","EU",1,"2018","2000","31.637"
"824","HU","HUN","Hungary","EU",1,"2022","1300","0"
"825","HU","HUN","Hungary","EU",1,"2021","4000","2.589"
"826","HU","HUN","Hungary","EU",1,"2021","1100","12.095"
"827","HU","HUN","Hungary","EU",1,"2019","4000","2.579"
"828","IE","IRL","Ireland","EU",1,"2018","2000","16.61"
"829","IE","IRL","Ireland","EU",1,"2022","5000","26.432"
"830","IE","IRL","Ireland","EU",1,"2022","1100","31.273"
"831","IE","IRL","Ireland","EU",1,"1990","5000","41.928"
"832","IE","IRL","Ireland","EU",1,"1990","1200","4.919"
"833","IE","IRL","Ireland","EU",1,"2021","5000","28.745"
"834","IE","IRL","Ireland","EU",1,"2021","1100","32.744"
"835","IE","IRL","Ireland","EU",1,"1990","2000","14.104"
"836","IE","IRL","Ireland","EU",1,"1990","4000","4.644"
"837","IE","IRL","Ireland","EU",1,"1990","1300","0"
"838","IE","IRL","Ireland","EU",1,"2020","5000","28.369"
"839","IE","IRL","Ireland","EU",1,"2018","4000","5.924"
"840","IE","IRL","Ireland","EU",1,"2022","3000","0.897"
"841","IE","IRL","Ireland","EU",1,"2019","1200","13.967"
"842","IE","IRL","Ireland","EU",1,"2019","4000","5.688"
"843","IE","IRL","Ireland","EU",1,"2022","1300","0"
"844","IE","IRL","Ireland","EU",1,"2020","1100","32.93"
"845","IE","IRL","Ireland","EU",1,"2021","1300","0"
"846","IE","IRL","Ireland","EU",1,"1990","3000","1.295"
"847","IE","IRL","Ireland","EU",1,"2018","5000","31.005"
"848","IE","IRL","Ireland","EU",1,"2018","1200","14.257"
"849","IE","IRL","Ireland","EU",1,"2022","1200","21.368"
"850","IE","IRL","Ireland","EU",1,"2021","3000","0.888"
"851","IE","IRL","Ireland","EU",1,"2018","1300","0"
"852","IE","IRL","Ireland","EU",1,"2019","5000","30.884"
"853","IE","IRL","Ireland","EU",1,"2020","1300","0"
"854","IE","IRL","Ireland","EU",1,"2019","2000","16.816"
"855","IE","IRL","Ireland","EU",1,"2019","1100","31.645"
"856","IE","IRL","Ireland","EU",1,"2019","1300","0"
"857","IE","IRL","Ireland","EU",1,"2018","6000","0.013"
"858","IE","IRL","Ireland","EU",1,"2020","3000","0.968"
"859","IE","IRL","Ireland","EU",1,"1990","6000","0"
"860","IE","IRL","Ireland","EU",1,"2020","2000","16.594"
"861","IE","IRL","Ireland","EU",1,"2022","6000","0.01"
"862","IE","IRL","Ireland","EU",1,"2019","6000","0.007"
"863","IE","IRL","Ireland","EU",1,"2020","6000","0.012"
"864","IE","IRL","Ireland","EU",1,"2021","6000","0.011"
