"iso_2","iso_3","country","continent","oecd","year","category","value"
"DE","DEU","Germany","EU",1,"2013","4000",34.653
"DE","DEU","Germany","EU",1,"2011","5000",407.697
"DE","DEU","Germany","EU",1,"2012","5000",381.724
"DE","DEU","Germany","EU",1,"2013","5000",398.735
"DE","DEU","Germany","EU",1,"2014","5000",409.307
"DE","DEU","Germany","EU",1,"2008","1100",351.63
"DE","DEU","Germany","EU",1,"2018","6000",0.319
"DE","DEU","Germany","EU",1,"2010","1100",290.562
"DE","DEU","Germany","EU",1,"2013","2000",520.88
"DE","DEU","Germany","EU",1,"2019","1200",77.73
"DE","DEU","Germany","EU",1,"2009","4000",28.272
"DE","DEU","Germany","EU",1,"2010","1300",0
"DE","DEU","Germany","EU",1,"2018","1200",84.841
"DE","DEU","Germany","EU",1,"2009","2000",478.816
"DE","DEU","Germany","EU",1,"2008","CUS",5.901
"DE","DEU","Germany","EU",1,"2011","2000",516.679
"DE","DEU","Germany","EU",1,"2008","2000",480.16
"DE","DEU","Germany","EU",1,"2012","CUS",5.677
"DE","DEU","Germany","EU",1,"2020","1200",63.305
"DE","DEU","Germany","EU",1,"2012","2000",492.547
"DE","DEU","Germany","EU",1,"2011","1300",0
"DE","DEU","Germany","EU",1,"2017","6000",0.284
"DE","DEU","Germany","EU",1,"2010","4000",27.829
"DE","DEU","Germany","EU",1,"2008","3000",0
"DE","DEU","Germany","EU",1,"2010","2000",469.271
"DK","DNK","Denmark","EU",1,"2015","4000",5.824
"DK","DNK","Denmark","EU",1,"2018","CUS",0.505
"DK","DNK","Denmark","EU",1,"2014","4000",6.459
"DK","DNK","Denmark","EU",1,"2017","CUS",0.475
"DK","DNK","Denmark","EU",1,"2009","CUS",0.494
"DK","DNK","Denmark","EU",1,"2019","CUS",0.469
"DK","DNK","Denmark","EU",1,"2016","CUS",0.456
"DK","DNK","Denmark","EU",1,"2008","CUS",0.609
"DK","DNK","Denmark","EU",1,"2011","1100",79.973
"DK","DNK","Denmark","EU",1,"2010","CUS",0.577
"DK","DNK","Denmark","EU",1,"2020","CUS",0.472
"DK","DNK","Denmark","EU",1,"2010","1100",74.932
"DK","DNK","Denmark","EU",1,"2013","1300",3.557
"DK","DNK","Denmark","EU",1,"2012","1100",76.208
"DK","DNK","Denmark","EU",1,"2013","1100",85.766
"DK","DNK","Denmark","EU",1,"2014","1100",92.366
"DK","DNK","Denmark","EU",1,"2012","CUS",0.512
"DK","DNK","Denmark","EU",1,"2014","1300",9.447
"DK","DNK","Denmark","EU",1,"2015","1300",3.395
"DK","DNK","Denmark","EU",1,"2011","CUS",0.593
"DK","DNK","Denmark","EU",1,"2013","1200",9.624
"DK","DNK","Denmark","EU",1,"2014","1200",10.03
"DK","DNK","Denmark","EU",1,"2008","6000",0.043
"DK","DNK","Denmark","EU",1,"2020","4000",6.974
"DK","DNK","Denmark","EU",1,"2010","6000",0.037
"DK","DNK","Denmark","EU",1,"2015","1100",76.438
"DK","DNK","Denmark","EU",1,"2016","1100",75.617
"DK","DNK","Denmark","EU",1,"2009","6000",0.035
"DK","DNK","Denmark","EU",1,"2018","1100",85.918
"DK","DNK","Denmark","EU",1,"2019","1100",84.367
"DK","DNK","Denmark","EU",1,"2013","CUS",0.503
"DK","DNK","Denmark","EU",1,"2017","1100",80.212
"DK","DNK","Denmark","EU",1,"2018","6000",0.042
"DK","DNK","Denmark","EU",1,"2019","6000",0.043
"DK","DNK","Denmark","EU",1,"2020","6000",0.039
"DK","DNK","Denmark","EU",1,"2018","3000",1
"DK","DNK","Denmark","EU",1,"2019","3000",0.98
"DK","DNK","Denmark","EU",1,"2020","3000",0.998
"DK","DNK","Denmark","EU",1,"2011","6000",0.032
"DK","DNK","Denmark","EU",1,"2012","6000",0.033
"DK","DNK","Denmark","EU",1,"2013","6000",0.027
"DK","DNK","Denmark","EU",1,"2014","6000",0.039
"DK","DNK","Denmark","EU",1,"2015","6000",0.048
"DK","DNK","Denmark","EU",1,"2020","1100",89.865
"DK","DNK","Denmark","EU",1,"2019","4000",6.944
"DK","DNK","Denmark","EU",1,"2008","1100",85.201
"DK","DNK","Denmark","EU",1,"2009","1100",80.949
"DK","DNK","Denmark","EU",1,"2008","4000",6.739
"DK","DNK","Denmark","EU",1,"2009","4000",5.871
"DK","DNK","Denmark","EU",1,"2010","4000",5.964
"DK","DNK","Denmark","EU",1,"2011","4000",6.517
"DK","DNK","Denmark","EU",1,"2012","4000",5.833
"DK","DNK","Denmark","EU",1,"2013","4000",6.229
"DK","DNK","Denmark","EU",1,"2008","1200",9.031
"DK","DNK","Denmark","EU",1,"2009","1200",6.136
"DK","DNK","Denmark","EU",1,"2016","4000",5.748
"DK","DNK","Denmark","EU",1,"2016","6000",0.041
"DK","DNK","Denmark","EU",1,"2017","6000",0.041
"DK","DNK","Denmark","EU",1,"2010","1200",7.303
"DK","DNK","Denmark","EU",1,"2011","1200",7.52
"DK","DNK","Denmark","EU",1,"2012","1200",8.545
"DK","DNK","Denmark","EU",1,"2014","CUS",0.534
"DK","DNK","Denmark","EU",1,"2015","CUS",0.488
"DK","DNK","Denmark","EU",1,"2008","1300",1.87
"DK","DNK","Denmark","EU",1,"2009","1300",1.639
"DK","DNK","Denmark","EU",1,"2008","3000",0.825
"DK","DNK","Denmark","EU",1,"2009","3000",0.775
"DK","DNK","Denmark","EU",1,"2010","3000",0.74
"DK","DNK","Denmark","EU",1,"2011","3000",0.865
"DK","DNK","Denmark","EU",1,"2017","4000",5.946
"DK","DNK","Denmark","EU",1,"2018","4000",6.529
"DK","DNK","Denmark","EU",1,"2017","1300",4.877
"DK","DNK","Denmark","EU",1,"2018","1300",2.114
"DK","DNK","Denmark","EU",1,"2019","1300",9.508
"DK","DNK","Denmark","EU",1,"2020","1300",7.345
"DK","DNK","Denmark","EU",1,"2017","3000",0.832
"DK","DNK","Denmark","EU",1,"2017","5000",48.185
"DK","DNK","Denmark","EU",1,"2018","5000",52.06
"DK","DNK","Denmark","EU",1,"2019","5000",49.083
"DK","DNK","Denmark","EU",1,"2020","5000",50.945
"DK","DNK","Denmark","EU",1,"2008","5000",54.234
"DK","DNK","Denmark","EU",1,"2009","5000",48.885
"DK","DNK","Denmark","EU",1,"2012","3000",0.958
"DK","DNK","Denmark","EU",1,"2016","1300",5.05
"DK","DNK","Denmark","EU",1,"2012","5000",49.543
"DK","DNK","Denmark","EU",1,"2013","5000",51.04
"DK","DNK","Denmark","EU",1,"2014","5000",51.393
"DK","DNK","Denmark","EU",1,"2015","5000",44.086
"DK","DNK","Denmark","EU",1,"2016","5000",46.008
"DK","DNK","Denmark","EU",1,"2012","2000",0.315
"DK","DNK","Denmark","EU",1,"2015","1200",8.583
"DK","DNK","Denmark","EU",1,"2016","1200",8.95
"DK","DNK","Denmark","EU",1,"2017","1200",10.807
"DK","DNK","Denmark","EU",1,"2017","2000",0.161
"DK","DNK","Denmark","EU",1,"2018","2000",0.168
"DK","DNK","Denmark","EU",1,"2019","2000",0.149
"DK","DNK","Denmark","EU",1,"2020","2000",0.208
"DK","DNK","Denmark","EU",1,"2011","5000",52.038
"DK","DNK","Denmark","EU",1,"2013","3000",1.091
"DK","DNK","Denmark","EU",1,"2014","3000",1.129
"DK","DNK","Denmark","EU",1,"2015","3000",0.876
"DK","DNK","Denmark","EU",1,"2016","3000",0.877
"DK","DNK","Denmark","EU",1,"2018","1200",9.832
"DK","DNK","Denmark","EU",1,"2013","2000",0.288
"DK","DNK","Denmark","EU",1,"2014","2000",0.258
"DK","DNK","Denmark","EU",1,"2015","2000",0.205
"DK","DNK","Denmark","EU",1,"2011","2000",0.381
"DK","DNK","Denmark","EU",1,"2019","1200",10.904
"DK","DNK","Denmark","EU",1,"2020","1200",9.343
"DK","DNK","Denmark","EU",1,"2010","5000",48.374
"DK","DNK","Denmark","EU",1,"2012","1300",7.522
"DK","DNK","Denmark","EU",1,"2008","2000",0.213
"DK","DNK","Denmark","EU",1,"2009","2000",0.19
"DK","DNK","Denmark","EU",1,"2010","2000",0.323
"DK","DNK","Denmark","EU",1,"2016","2000",0.178
"DK","DNK","Denmark","EU",1,"2010","1300",6.499
"DK","DNK","Denmark","EU",1,"2011","1300",7.103
"ES","ESP","Spain","EU",1,"2008","1200",44.788
"ES","ESP","Spain","EU",1,"2015","2000",136.264
"ES","ESP","Spain","EU",1,"2017","2000",151.195
"ES","ESP","Spain","EU",1,"2009","1200",32.899
"ES","ESP","Spain","EU",1,"2010","1200",26.065
"ES","ESP","Spain","EU",1,"2016","2000",140.541
"ES","ESP","Spain","EU",1,"2018","6000",0.234
"ES","ESP","Spain","EU",1,"2019","6000",0.171
"ES","ESP","Spain","EU",1,"2020","6000",0.119
"ES","ESP","Spain","EU",1,"2012","CUS",1.846
"ES","ESP","Spain","EU",1,"2013","CUS",1.748
"ES","ESP","Spain","EU",1,"2014","CUS",2.066
"ES","ESP","Spain","EU",1,"2015","CUS",2
"ES","ESP","Spain","EU",1,"2016","CUS",2.069
"ES","ESP","Spain","EU",1,"2017","6000",0.139
"ES","ESP","Spain","EU",1,"2012","5000",118.593
"ES","ESP","Spain","EU",1,"2013","5000",131.457
"ES","ESP","Spain","EU",1,"2014","5000",137.215
"ES","ESP","Spain","EU",1,"2015","5000",123.311
"ES","ESP","Spain","EU",1,"2016","5000",125.193
"ES","ESP","Spain","EU",1,"2017","5000",133.037
"ES","ESP","Spain","EU",1,"2018","5000",145.168
"ES","ESP","Spain","EU",1,"2019","5000",139.61
"ES","ESP","Spain","EU",1,"2011","1200",26.267
"ES","ESP","Spain","EU",1,"2012","1200",28.441
"ES","ESP","Spain","EU",1,"2013","1200",27.126
"ES","ESP","Spain","EU",1,"2014","1200",27.296
"ES","ESP","Spain","EU",1,"2020","1100",111.19
"ES","ESP","Spain","EU",1,"2008","CUS",2.309
"ES","ESP","Spain","EU",1,"2009","CUS",1.844
"ES","ESP","Spain","EU",1,"2010","CUS",1.999
"ES","ESP","Spain","EU",1,"2011","CUS",2.158
"ES","ESP","Spain","EU",1,"2008","6000",0.01
"ES","ESP","Spain","EU",1,"2009","6000",0.011
"ES","ESP","Spain","EU",1,"2010","6000",0.011
"ES","ESP","Spain","EU",1,"2011","6000",0.013
"ES","ESP","Spain","EU",1,"2020","5000",125.225
"ES","ESP","Spain","EU",1,"2018","CUS",2.267
"ES","ESP","Spain","EU",1,"2019","CUS",2.201
"ES","ESP","Spain","EU",1,"2020","CUS",1.887
"ES","ESP","Spain","EU",1,"2016","6000",0.186
"ES","ESP","Spain","EU",1,"2017","1300",0
"ES","ESP","Spain","EU",1,"2018","1300",0
"ES","ESP","Spain","EU",1,"2019","1300",0
"ES","ESP","Spain","EU",1,"2020","1300",0
"ES","ESP","Spain","EU",1,"2015","3000",0
"ES","ESP","Spain","EU",1,"2016","3000",0
"ES","ESP","Spain","EU",1,"2017","3000",0
"ES","ESP","Spain","EU",1,"2018","3000",0
"ES","ESP","Spain","EU",1,"2012","6000",0.018
"ES","ESP","Spain","EU",1,"2017","1100",96.749
"ES","ESP","Spain","EU",1,"2018","1100",109.021
"ES","ESP","Spain","EU",1,"2019","1100",109.655
"ES","ESP","Spain","EU",1,"2008","2000",192.952
"ES","ESP","Spain","EU",1,"2009","2000",178.562
"ES","ESP","Spain","EU",1,"2010","2000",168.513
"ES","ESP","Spain","EU",1,"2011","2000",175.045
"ES","ESP","Spain","EU",1,"2012","2000",154.884
"ES","ESP","Spain","EU",1,"2013","2000",155.151
"ES","ESP","Spain","EU",1,"2014","2000",159.366
"ES","ESP","Spain","EU",1,"2008","4000",37.432
"ES","ESP","Spain","EU",1,"2009","4000",30.178
"ES","ESP","Spain","EU",1,"2010","4000",29.373
"ES","ESP","Spain","EU",1,"2017","CUS",2.176
"ES","ESP","Spain","EU",1,"2014","6000",0.255
"ES","ESP","Spain","EU",1,"2015","6000",0.21
"ES","ESP","Spain","EU",1,"2014","4000",34.465
"ES","ESP","Spain","EU",1,"2015","4000",30.9
"ES","ESP","Spain","EU",1,"2016","4000",31.66
"ES","ESP","Spain","EU",1,"2017","4000",33.203
"ES","ESP","Spain","EU",1,"2015","1200",26.345
"ES","ESP","Spain","EU",1,"2016","1200",27.277
"ES","ESP","Spain","EU",1,"2017","1200",29.286
"ES","ESP","Spain","EU",1,"2018","1200",35.011
"ES","ESP","Spain","EU",1,"2019","1200",28.788
"ES","ESP","Spain","EU",1,"2020","1200",25.133
"ES","ESP","Spain","EU",1,"2011","4000",28.946
"ES","ESP","Spain","EU",1,"2012","4000",28.132
"ES","ESP","Spain","EU",1,"2013","4000",32.192
"ES","ESP","Spain","EU",1,"2015","1300",0
"ES","ESP","Spain","EU",1,"2016","1300",0
"ES","ESP","Spain","EU",1,"2010","3000",0
"ES","ESP","Spain","EU",1,"2011","3000",0
"ES","ESP","Spain","EU",1,"2012","3000",0
"ES","ESP","Spain","EU",1,"2013","3000",0
"ES","ESP","Spain","EU",1,"2014","3000",0
"ES","ESP","Spain","EU",1,"2011","1100",106.191
"ES","ESP","Spain","EU",1,"2012","1100",98.911
"ES","ESP","Spain","EU",1,"2013","1100",102.523
"ES","ESP","Spain","EU",1,"2013","1300",0
"ES","ESP","Spain","EU",1,"2013","6000",0.101
"ES","ESP","Spain","EU",1,"2014","1300",0
"ES","ESP","Spain","EU",1,"2008","5000",131.822
"ES","ESP","Spain","EU",1,"2009","5000",101.081
"ES","ESP","Spain","EU",1,"2010","5000",122.303
"ES","ESP","Spain","EU",1,"2011","5000",124.892
"ES","ESP","Spain","EU",1,"2008","1100",113.759
"ES","ESP","Spain","EU",1,"2009","1100",98.174
"ES","ESP","Spain","EU",1,"2010","1100",98.164
"ES","ESP","Spain","EU",1,"2009","1300",0
"ES","ESP","Spain","EU",1,"2010","1300",0
"ES","ESP","Spain","EU",1,"2011","1300",0
"ES","ESP","Spain","EU",1,"2014","1100",105.478
"ES","ESP","Spain","EU",1,"2015","1100",87.521
"ES","ESP","Spain","EU",1,"2016","1100",88.976
"ES","ESP","Spain","EU",1,"2020","3000",0
"ES","ESP","Spain","EU",1,"2018","2000",166.74
"ES","ESP","Spain","EU",1,"2019","2000",170.736
"ES","ESP","Spain","EU",1,"2020","2000",175.333
"ES","ESP","Spain","EU",1,"2019","4000",34.138
"ES","ESP","Spain","EU",1,"2020","4000",31.14
"ES","ESP","Spain","EU",1,"2008","1300",0
"ES","ESP","Spain","EU",1,"2018","4000",36.053
"ES","ESP","Spain","EU",1,"2019","3000",0
"ES","ESP","Spain","EU",1,"2012","1300",0
"ES","ESP","Spain","EU",1,"2009","3000",0
"ES","ESP","Spain","EU",1,"2008","3000",0
"EE","EST","Estonia","EU",1,"2009","2000",2.527
"EE","EST","Estonia","EU",1,"2008","2000",2.765
"EE","EST","Estonia","EU",1,"2013","2000",2.758
"EE","EST","Estonia","EU",1,"2012","2000",2.571
"EE","EST","Estonia","EU",1,"2020","1200",0.512
"EE","EST","Estonia","EU",1,"2010","2000",2.489
"EE","EST","Estonia","EU",1,"2011","2000",2.69
"EE","EST","Estonia","EU",1,"2019","1200",0.57
"EE","EST","Estonia","EU",1,"2008","1300",0
"EE","EST","Estonia","EU",1,"2009","1300",0
"EE","EST","Estonia","EU",1,"2013","1200",0.434
"EE","EST","Estonia","EU",1,"2014","1200",0.457
"EE","EST","Estonia","EU",1,"2015","1200",0.471
"EE","EST","Estonia","EU",1,"2016","1200",0.408
"EE","EST","Estonia","EU",1,"2017","1200",0.412
"EE","EST","Estonia","EU",1,"2018","1200",0.611
"EE","EST","Estonia","EU",1,"2016","1300",0
"EE","EST","Estonia","EU",1,"2017","1300",0
"EE","EST","Estonia","EU",1,"2018","1300",0
"EE","EST","Estonia","EU",1,"2019","1300",0
"EE","EST","Estonia","EU",1,"2020","1300",0
"EE","EST","Estonia","EU",1,"2008","3000",0
"EE","EST","Estonia","EU",1,"2009","3000",0
"EE","EST","Estonia","EU",1,"2010","1300",0
"EE","EST","Estonia","EU",1,"2011","1300",0
"EE","EST","Estonia","EU",1,"2012","1300",0
"EE","EST","Estonia","EU",1,"2013","1300",0
"EE","EST","Estonia","EU",1,"2014","1300",0
"EE","EST","Estonia","EU",1,"2015","1300",0
"EE","EST","Estonia","EU",1,"2016","3000",0
"EE","EST","Estonia","EU",1,"2017","3000",0
"EE","EST","Estonia","EU",1,"2018","3000",0
"EE","EST","Estonia","EU",1,"2019","3000",0
"EE","EST","Estonia","EU",1,"2020","3000",0
"EE","EST","Estonia","EU",1,"2008","5000",2.887
"EE","EST","Estonia","EU",1,"2009","5000",2.816
"EE","EST","Estonia","EU",1,"2010","5000",2.639
"EE","EST","Estonia","EU",1,"2011","5000",3.086
"EE","EST","Estonia","EU",1,"2012","5000",3.132
"EE","EST","Estonia","EU",1,"2013","5000",3.314
"EE","EST","Estonia","EU",1,"2014","5000",3.611
"EE","EST","Estonia","EU",1,"2015","5000",3.227
"EE","EST","Estonia","EU",1,"2016","5000",3.493
"EE","EST","Estonia","EU",1,"2017","5000",3.761
"EE","EST","Estonia","EU",1,"2018","5000",4.209
"EE","EST","Estonia","EU",1,"2019","5000",4.413
"EE","EST","Estonia","EU",1,"2020","5000",4.151
"EE","EST","Estonia","EU",1,"2008","4000",0.071
"EE","EST","Estonia","EU",1,"2009","4000",0.067
"EE","EST","Estonia","EU",1,"2010","4000",0.068
"EE","EST","Estonia","EU",1,"2011","4000",0.072
"EE","EST","Estonia","EU",1,"2012","4000",0.075
"EE","EST","Estonia","EU",1,"2013","4000",0.076
"EE","EST","Estonia","EU",1,"2014","4000",0.078
"EE","EST","Estonia","EU",1,"2015","4000",0.064
"EE","EST","Estonia","EU",1,"2016","4000",0.065
"EE","EST","Estonia","EU",1,"2017","4000",0.065
"EE","EST","Estonia","EU",1,"2018","4000",0.068
"EE","EST","Estonia","EU",1,"2019","4000",0.065
"EE","EST","Estonia","EU",1,"2020","4000",0.067
"EE","EST","Estonia","EU",1,"2008","1100",1.478
"EE","EST","Estonia","EU",1,"2009","1100",1.096
"EE","EST","Estonia","EU",1,"2010","1100",1.028
"EE","EST","Estonia","EU",1,"2010","3000",0
"EE","EST","Estonia","EU",1,"2011","3000",0
"EE","EST","Estonia","EU",1,"2012","3000",0
"EE","EST","Estonia","EU",1,"2013","3000",0
"EE","EST","Estonia","EU",1,"2014","3000",0
"EE","EST","Estonia","EU",1,"2015","3000",0
"EE","EST","Estonia","EU",1,"2017","1100",1.516
"EE","EST","Estonia","EU",1,"2018","1100",1.665
"EE","EST","Estonia","EU",1,"2019","1100",1.714
"EE","EST","Estonia","EU",1,"2020","1100",1.883
"EE","EST","Estonia","EU",1,"2008","1200",0.389
"EE","EST","Estonia","EU",1,"2009","1200",0.356
"EE","EST","Estonia","EU",1,"2010","1200",0.257
"EE","EST","Estonia","EU",1,"2011","1200",0.28
"EE","EST","Estonia","EU",1,"2012","1200",0.324
"EE","EST","Estonia","EU",1,"2008","6000",0
"EE","EST","Estonia","EU",1,"2009","6000",0
"EE","EST","Estonia","EU",1,"2010","6000",0
"EE","EST","Estonia","EU",1,"2011","6000",0
"EE","EST","Estonia","EU",1,"2012","6000",0
"EE","EST","Estonia","EU",1,"2013","6000",0
"EE","EST","Estonia","EU",1,"2014","6000",0
"EE","EST","Estonia","EU",1,"2015","6000",0
"EE","EST","Estonia","EU",1,"2016","6000",0
"EE","EST","Estonia","EU",1,"2017","6000",0
"EE","EST","Estonia","EU",1,"2018","6000",0
"EE","EST","Estonia","EU",1,"2019","6000",0
"EE","EST","Estonia","EU",1,"2020","6000",0
"EE","EST","Estonia","EU",1,"2008","CUS",0.048
"EE","EST","Estonia","EU",1,"2009","CUS",0.027
"EE","EST","Estonia","EU",1,"2010","CUS",0.032
"EE","EST","Estonia","EU",1,"2011","CUS",0.04
"EE","EST","Estonia","EU",1,"2012","CUS",0.038
"EE","EST","Estonia","EU",1,"2014","2000",2.897
"EE","EST","Estonia","EU",1,"2015","2000",2.552
"EE","EST","Estonia","EU",1,"2016","2000",2.703
"EE","EST","Estonia","EU",1,"2017","2000",2.991
"EE","EST","Estonia","EU",1,"2018","2000",3.515
"EE","EST","Estonia","EU",1,"2019","2000",3.645
"EE","EST","Estonia","EU",1,"2020","2000",3.941
"EE","EST","Estonia","EU",1,"2011","1100",1.176
"EE","EST","Estonia","EU",1,"2012","1100",1.197
"EE","EST","Estonia","EU",1,"2013","1100",1.368
"EE","EST","Estonia","EU",1,"2014","1100",1.504
"EE","EST","Estonia","EU",1,"2015","1100",1.312
"EE","EST","Estonia","EU",1,"2016","1100",1.392
"EE","EST","Estonia","EU",1,"2015","CUS",0.038
"EE","EST","Estonia","EU",1,"2016","CUS",0.038
"EE","EST","Estonia","EU",1,"2013","CUS",0.038
"EE","EST","Estonia","EU",1,"2014","CUS",0.04
"EE","EST","Estonia","EU",1,"2019","CUS",0.058
"EE","EST","Estonia","EU",1,"2020","CUS",0.048
"EE","EST","Estonia","EU",1,"2017","CUS",0.043
"EE","EST","Estonia","EU",1,"2018","CUS",0.05
"FI","FIN","Finland","EU",1,"2009","6000",0.096
"FI","FIN","Finland","EU",1,"2012","5000",36.465
"FI","FIN","Finland","EU",1,"2012","1100",32.119
"FI","FIN","Finland","EU",1,"2010","6000",0.091
"FI","FIN","Finland","EU",1,"2011","6000",0.102
"FI","FIN","Finland","EU",1,"2012","6000",0.096
"FI","FIN","Finland","EU",1,"2020","1100",34.042
"FI","FIN","Finland","EU",1,"2008","1100",35.956
"FI","FIN","Finland","EU",1,"2009","1100",31.969
"FI","FIN","Finland","EU",1,"2010","1100",29.859
"FI","FIN","Finland","EU",1,"2011","1100",33.624
"FI","FIN","Finland","EU",1,"2008","6000",0.107
"FI","FIN","Finland","EU",1,"2015","1200",5.044
"FI","FIN","Finland","EU",1,"2016","1200",5.306
"FI","FIN","Finland","EU",1,"2019","CUS",0.209
"FI","FIN","Finland","EU",1,"2020","CUS",0.198
"FI","FIN","Finland","EU",1,"2013","6000",0.085
"FI","FIN","Finland","EU",1,"2014","6000",0.101
"FI","FIN","Finland","EU",1,"2019","1100",32.911
"FI","FIN","Finland","EU",1,"2011","5000",38.142
"FI","FIN","Finland","EU",1,"2008","2000",32.654
"FI","FIN","Finland","EU",1,"2013","5000",39.289
"FI","FIN","Finland","EU",1,"2014","5000",39.462
"FI","FIN","Finland","EU",1,"2015","5000",33.163
"FI","FIN","Finland","EU",1,"2016","5000",34.708
"FI","FIN","Finland","EU",1,"2017","5000",36.141
"FI","FIN","Finland","EU",1,"2013","1100",34.512
"FI","FIN","Finland","EU",1,"2014","1100",36.517
"FI","FIN","Finland","EU",1,"2015","1100",30.866
"FI","FIN","Finland","EU",1,"2008","5000",35.532
"FI","FIN","Finland","EU",1,"2009","5000",32.747
"FI","FIN","Finland","EU",1,"2010","5000",32.325
"FI","FIN","Finland","EU",1,"2020","2000",31.139
"FI","FIN","Finland","EU",1,"2015","4000",3.347
"FI","FIN","Finland","EU",1,"2016","4000",3.391
"FI","FIN","Finland","EU",1,"2017","4000",3.899
"FI","FIN","Finland","EU",1,"2018","4000",3.952
"FI","FIN","Finland","EU",1,"2019","4000",3.892
"FI","FIN","Finland","EU",1,"2020","4000",4.073
"FI","FIN","Finland","EU",1,"2016","CUS",0.18
"FI","FIN","Finland","EU",1,"2017","CUS",0.196
"FI","FIN","Finland","EU",1,"2017","1200",6.907
"FI","FIN","Finland","EU",1,"2018","1200",7.006
"FI","FIN","Finland","EU",1,"2019","1200",6.794
"FI","FIN","Finland","EU",1,"2020","1200",5.685
"FI","FIN","Finland","EU",1,"2015","6000",0.09
"FI","FIN","Finland","EU",1,"2016","6000",0.109
"FI","FIN","Finland","EU",1,"2017","6000",0.069
"FI","FIN","Finland","EU",1,"2018","6000",0.052
"FI","FIN","Finland","EU",1,"2019","6000",0.057
"FI","FIN","Finland","EU",1,"2020","6000",0.083
"FI","FIN","Finland","EU",1,"2020","1300",0
"FI","FIN","Finland","EU",1,"2016","3000",0
"FI","FIN","Finland","EU",1,"2017","3000",0
"FI","FIN","Finland","EU",1,"2018","3000",0
"FI","FIN","Finland","EU",1,"2019","3000",0
"FI","FIN","Finland","EU",1,"2020","3000",0
"FI","FIN","Finland","EU",1,"2017","1100",31.876
"FI","FIN","Finland","EU",1,"2018","1100",33.717
"FI","FIN","Finland","EU",1,"2008","CUS",0.3
"FI","FIN","Finland","EU",1,"2009","CUS",0.211
"FI","FIN","Finland","EU",1,"2009","1200",4.854
"FI","FIN","Finland","EU",1,"2009","2000",30.64
"FI","FIN","Finland","EU",1,"2010","2000",29.996
"FI","FIN","Finland","EU",1,"2008","4000",2.994
"FI","FIN","Finland","EU",1,"2009","4000",2.644
"FI","FIN","Finland","EU",1,"2018","5000",39.434
"FI","FIN","Finland","EU",1,"2019","5000",38.227
"FI","FIN","Finland","EU",1,"2020","5000",38.397
"FI","FIN","Finland","EU",1,"2016","1100",31.114
"FI","FIN","Finland","EU",1,"2009","3000",0
"FI","FIN","Finland","EU",1,"2013","1300",0
"FI","FIN","Finland","EU",1,"2014","1300",0
"FI","FIN","Finland","EU",1,"2015","1300",0
"FI","FIN","Finland","EU",1,"2016","1300",0
"FI","FIN","Finland","EU",1,"2010","1200",6.038
"FI","FIN","Finland","EU",1,"2011","1200",7.165
"FI","FIN","Finland","EU",1,"2012","1200",5.415
"FI","FIN","Finland","EU",1,"2013","1200",6.371
"FI","FIN","Finland","EU",1,"2014","1200",5.249
"FI","FIN","Finland","EU",1,"2015","CUS",0.184
"FI","FIN","Finland","EU",1,"2018","CUS",0.205
"FI","FIN","Finland","EU",1,"2008","3000",0
"FI","FIN","Finland","EU",1,"2016","2000",30.555
"FI","FIN","Finland","EU",1,"2017","2000",30.436
"FI","FIN","Finland","EU",1,"2018","2000",32.629
"FI","FIN","Finland","EU",1,"2019","2000",31.673
"FI","FIN","Finland","EU",1,"2014","4000",3.608
"FI","FIN","Finland","EU",1,"2017","1300",0
"FI","FIN","Finland","EU",1,"2018","1300",0
"FI","FIN","Finland","EU",1,"2019","1300",0
"FI","FIN","Finland","EU",1,"2014","3000",0
"FI","FIN","Finland","EU",1,"2015","3000",0
"FI","FIN","Finland","EU",1,"2013","2000",34.026
"FI","FIN","Finland","EU",1,"2014","2000",34.511
"FI","FIN","Finland","EU",1,"2015","2000",29.551
"FI","FIN","Finland","EU",1,"2009","1300",0
"FI","FIN","Finland","EU",1,"2010","1300",0
"FI","FIN","Finland","EU",1,"2011","1300",0
"FI","FIN","Finland","EU",1,"2012","1300",0
"FI","FIN","Finland","EU",1,"2012","4000",3.035
"FI","FIN","Finland","EU",1,"2008","1200",9.461
"FI","FIN","Finland","EU",1,"2010","CUS",0.2
"FI","FIN","Finland","EU",1,"2011","CUS",0.264
"FI","FIN","Finland","EU",1,"2011","2000",33.061
"FI","FIN","Finland","EU",1,"2012","2000",32.469
"FI","FIN","Finland","EU",1,"2014","CUS",0.226
"FI","FIN","Finland","EU",1,"2010","4000",2.764
"FI","FIN","Finland","EU",1,"2008","1300",0
"FI","FIN","Finland","EU",1,"2012","CUS",0.237
"FI","FIN","Finland","EU",1,"2010","3000",0
"FI","FIN","Finland","EU",1,"2011","3000",0
"FI","FIN","Finland","EU",1,"2011","4000",2.973
"FI","FIN","Finland","EU",1,"2013","CUS",0.22
"FI","FIN","Finland","EU",1,"2013","4000",3.45
"FI","FIN","Finland","EU",1,"2012","3000",0
"FI","FIN","Finland","EU",1,"2013","3000",0
"FR","FRA","France","EU",1,"2014","6000",14.187
"FR","FRA","France","EU",1,"2018","6000",13.877
"FR","FRA","France","EU",1,"2011","6000",16.975
"FR","FRA","France","EU",1,"2014","1100",241.914
"FR","FRA","France","EU",1,"2012","6000",13.17
"FR","FRA","France","EU",1,"2015","6000",12.595
"FR","FRA","France","EU",1,"2010","6000",12.174
